id;categoria;analise_humana;prompt;model
RNP2024-029122;CAT5;CAT5;php;qwen3:8b
RNP2024-031572;CAT3;CAT5;php;qwen3:8b
RNP2024-038029;CAT3;CAT5;php;qwen3:8b
RNP2024-043142;CAT3;CAT5;php;qwen3:8b
RNP2024-049905;CAT5;CAT5;php;qwen3:8b
RNP2024-054399;CAT3;CAT5;php;qwen3:8b
RNP2024-071998;CAT3;CAT5;php;qwen3:8b
RNP2021-029717;CAT5;CAT5;php;qwen3:8b
RNP2021-056045;CAT9;CAT9;php;qwen3:8b
RNP2021-056047;CAT9;CAT9;php;qwen3:8b
RNP2021-089940;CAT5;CAT5;php;qwen3:8b
RNP2022-023007;CAT3;CAT3;php;qwen3:8b
RNP2022-023918;CAT1;CAT12;php;qwen3:8b
RNP2022-026800;CAT12;CAT12;php;qwen3:8b
RNP2022-026801;CAT12;CAT12;php;qwen3:8b
RNP2022-026802;CAT1;CAT12;php;qwen3:8b
RNP2022-026803;CAT1;CAT12;php;qwen3:8b
RNP2022-026817;CAT12;CAT12;php;qwen3:8b
RNP2022-026818;CAT1;CAT12;php;qwen3:8b
RNP2022-026825;CAT1;CAT12;php;qwen3:8b
RNP2022-031358;CAT3;CAT5;php;qwen3:8b
RNP2022-031359;CAT3;CAT5;php;qwen3:8b
RNP2022-032381;CAT3;CAT5;php;qwen3:8b
RNP2022-037776;CAT3;CAT5;php;qwen3:8b
RNP2022-037777;CAT5;CAT5;php;qwen3:8b
RNP2022-041416;CAT10;CAT12;php;qwen3:8b
RNP2022-042044;CAT10;CAT12;php;qwen3:8b
RNP2022-042745;CAT10;CAT12;php;qwen3:8b
RNP2022-042747;CAT10;CAT12;php;qwen3:8b
RNP2022-083997;CAT3;CAT5;php;qwen3:8b
RNP2022-085230;CAT3;CAT5;php;qwen3:8b
RNP2022-100003;CAT3;CAT5;php;qwen3:8b
RNP2022-103272;CAT1;CAT12;php;qwen3:8b
RNP2022-107371;CAT5;CAT5;php;qwen3:8b
RNP2022-107571;CAT3;CAT3;php;qwen3:8b
RNP2022-108489;CAT5;CAT5;php;qwen3:8b
RNP2022-120804;CAT3;CAT5;php;qwen3:8b
RNP2022-123618;CAT1;CAT12;php;qwen3:8b
RNP2022-104330;CAT9;CAT9;php;qwen3:8b
RNP2021-014254;CAT1;CAT5;php;qwen3:8b
RNP2021-014262;CAT7;CAT7;php;qwen3:8b
RNP2021-014273;CAT12;CAT5;php;qwen3:8b
RNP2021-014295;CAT10;CAT7;php;qwen3:8b
RNP2021-014310;CAT1;CAT12;php;qwen3:8b
RNP2021-014311;CAT7;CAT9;php;qwen3:8b
RNP2021-039405;CAT5;CAT5;php;qwen3:8b
RNP2024-089733;CAT10;CAT10;php;qwen3:8b
RNP2021-036715;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2021-056046;CAT9;CAT9;php;qwen3:8b
RNP2021-056583;CAT9;CAT9;php;qwen3:8b
RNP2021-057597;CAT9;CAT9;php;qwen3:8b
RNP2022-023008;CAT3;CAT3;php;qwen3:8b
RNP2022-023506;CAT3;CAT5;php;qwen3:8b
RNP2022-023955;CAT3;CAT5;php;qwen3:8b
RNP2022-024988;CAT3;CAT5;php;qwen3:8b
RNP2022-025034;CAT12;CAT2;php;qwen3:8b
RNP2022-025787;CAT12;CAT12;php;qwen3:8b
RNP2022-026208;CAT1;CAT12;php;qwen3:8b
RNP2022-026209;CAT12;CAT12;php;qwen3:8b
RNP2022-026697;CAT3;CAT5;php;qwen3:8b
RNP2022-035887;CAT3;CAT5;php;qwen3:8b
RNP2022-041417;CAT12;CAT12;php;qwen3:8b
RNP2022-043526;CAT3;CAT5;php;qwen3:8b
RNP2022-044974;CAT3;CAT5;php;qwen3:8b
RNP2022-045328;CAT10;CAT2;php;qwen3:8b
RNP2022-045342;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2022-053173;CAT5;CAT5;php;qwen3:8b
RNP2022-053173;CAT5;CAT5;php;qwen3:8b
RNP2022-055443;CAT3;CAT3;php;qwen3:8b
RNP2022-055443;CAT3;CAT3;php;qwen3:8b
RNP2022-089514;CAT3;CAT5;php;qwen3:8b
RNP2022-089514;CAT3;CAT5;php;qwen3:8b
RNP2022-089517;CAT3;CAT5;php;qwen3:8b
RNP2022-095709;CAT9;CAT9;php;qwen3:8b
RNP2022-096282;CAT3;CAT5;php;qwen3:8b
RNP2022-097218;CAT3;CAT5;php;qwen3:8b
RNP2022-105070;CAT1;CAT12;php;qwen3:8b
RNP2022-106330;CAT3;CAT3;php;qwen3:8b
RNP2022-106331;CAT3;CAT3;php;qwen3:8b
RNP2022-107139;CAT3;CAT3;php;qwen3:8b
RNP2022-107566;CAT3;CAT3;php;qwen3:8b
RNP2022-108283;CAT3;CAT3;php;qwen3:8b
RNP2022-108583;CAT12;CAT12;php;qwen3:8b
RNP2022-111244;CAT3;CAT3;php;qwen3:8b
RNP2022-111527;CAT3;CAT3;php;qwen3:8b
RNP2022-111528;CAT3;CAT3;php;qwen3:8b
RNP2022-112331;CAT3;CAT3;php;qwen3:8b
RNP2022-112823;CAT3;CAT3;php;qwen3:8b
RNP2022-122349;CAT3;CAT5;php;qwen3:8b
RNP2023-001278;CAT5;CAT5;php;qwen3:8b
RNP2023-004547;CAT3;CAT5;php;qwen3:8b
RNP2023-012205;CAT3;CAT5;php;qwen3:8b
RNP2023-013407;CAT3;CAT3;php;qwen3:8b
RNP2023-013411;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2023-014056;CAT5;CAT5;php;qwen3:8b
RNP2023-014057;CAT5;CAT5;php;qwen3:8b
RNP2023-014128;CAT3;CAT5;php;qwen3:8b
RNP2023-015784;CAT3;CAT5;php;qwen3:8b
RNP2023-016791;CAT12;CAT12;php;qwen3:8b
RNP2023-029291;CAT5;CAT5;php;qwen3:8b
RNP2023-029292;CAT5;CAT5;php;qwen3:8b
RNP2023-029293;CAT5;CAT5;php;qwen3:8b
RNP2023-029294;CAT5;CAT5;php;qwen3:8b
RNP2023-029767;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2023-036227;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2023-036228;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2023-036554;CAT5;CAT5;php;qwen3:8b
RNP2023-044249;CAT5;CAT5;php;qwen3:8b
RNP2023-046106;CAT3;CAT5;php;qwen3:8b
RNP2023-055023;CAT3;CAT5;php;qwen3:8b
RNP2023-059033;CAT3;CAT5;php;qwen3:8b
RNP2023-068504;CAT3;CAT5;php;qwen3:8b
RNP2023-069671;CAT3;CAT5;php;qwen3:8b
RNP2023-071011;CAT3;CAT5;php;qwen3:8b
RNP2023-076400;CAT1;CAT12;php;qwen3:8b
RNP2023-076401;CAT1;CAT12;php;qwen3:8b
RNP2023-077411;CAT1;CAT12;php;qwen3:8b
RNP2023-080346;CAT5;CAT5;php;qwen3:8b
RNP2023-081191;CAT3;CAT5;php;qwen3:8b
RNP2023-082920;CAT5;CAT5;php;qwen3:8b
RNP2023-086309;CAT5;CAT5;php;qwen3:8b
RNP2023-086310;CAT5;CAT5;php;qwen3:8b
RNP2023-116124;CAT3;CAT5;php;qwen3:8b
RNP2023-123500;CAT5;CAT5;php;qwen3:8b
RNP2023-124983;CAT3;CAT5;php;qwen3:8b
RNP2023-127753;CAT3;CAT5;php;qwen3:8b
RNP2024-003785;CAT3;CAT5;php;qwen3:8b
RNP2024-004860;CAT3;CAT5;php;qwen3:8b
RNP2024-019317;CAT5;CAT5;php;qwen3:8b
RNP2024-026781;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2024-026782;Unknown;SEM CATEGORIA DEFINIDA;php;qwen3:8b
RNP2024-028538;CAT3;CAT5;php;qwen3:8b
RNP2024-033701;CAT5;CAT5;php;qwen3:8b
RNP2024-044532;CAT5;CAT5;php;qwen3:8b
RNP2024-044535;CAT5;CAT5;php;qwen3:8b
RNP2024-046945;CAT5;CAT5;php;qwen3:8b
RNP2024-058734;CAT5;CAT5;php;qwen3:8b
RNP2024-058735;CAT5;CAT5;php;qwen3:8b
RNP2024-075680;CAT3;CAT5;php;qwen3:8b
RNP2024-076844;CAT5;CAT5;php;qwen3:8b
RNP2024-084127;CAT3;CAT5;php;qwen3:8b
RNP2024-101169;CAT3;CAT5;php;qwen3:8b
RNP2024-103100;CAT5;CAT5;php;qwen3:8b
RNP2024-103102;CAT5;CAT5;php;qwen3:8b
RNP2021-003618;CAT12;CAT5;php;qwen3:8b
RNP2022-125941;CAT1;CAT12;prp;qwen3:8b
RNP2022-126521;CAT12;CAT12;prp;qwen3:8b
RNP2022-127135;CAT3;CAT5;prp;qwen3:8b
RNP2022-138345;CAT5;CAT5;prp;qwen3:8b
RNP2022-140134;CAT3;CAT5;prp;qwen3:8b
RNP2022-140240;CAT12;CAT12;prp;qwen3:8b
RNP2022-144752;CAT3;CAT5;prp;qwen3:8b
RNP2022-145040;CAT3;CAT5;prp;qwen3:8b
RNP2023-003785;CAT5;CAT5;prp;qwen3:8b
RNP2023-017112;CAT3;CAT5;prp;qwen3:8b
RNP2023-021009;CAT5;CAT5;prp;qwen3:8b
RNP2023-024598;CAT3;CAT5;prp;qwen3:8b
RNP2023-026754;CAT3;CAT5;prp;qwen3:8b
RNP2023-027278;CAT3;CAT5;prp;qwen3:8b
RNP2023-027279;CAT3;CAT5;prp;qwen3:8b
RNP2023-032613;CAT12;CAT3;prp;qwen3:8b
RNP2023-032614;CAT12;CAT12;prp;qwen3:8b
RNP2023-033577;CAT3;CAT5;prp;qwen3:8b
RNP2023-035005;CAT3;CAT5;prp;qwen3:8b
RNP2023-038886;CAT3;CAT5;prp;qwen3:8b
RNP2023-039374;CAT3;CAT5;prp;qwen3:8b
RNP2023-040569;CAT5;CAT5;prp;qwen3:8b
RNP2023-040698;CAT5;CAT5;prp;qwen3:8b
RNP2023-040699;CAT5;CAT5;prp;qwen3:8b
RNP2023-040700;CAT5;CAT5;prp;qwen3:8b
RNP2023-044557;CAT3;CAT5;prp;qwen3:8b
RNP2023-045985;CAT1;CAT1;prp;qwen3:8b
RNP2023-046541;CAT1;CAT1;prp;qwen3:8b
RNP2023-049266;CAT2;CAT2;prp;qwen3:8b
RNP2023-056442;CAT3;CAT5;prp;qwen3:8b
RNP2023-056851;CAT2;CAT2;prp;qwen3:8b
RNP2023-062847;CAT3;CAT3;prp;qwen3:8b
RNP2023-072050;CAT3;CAT5;prp;qwen3:8b
RNP2023-075081;CAT5;CAT5;prp;qwen3:8b
RNP2023-075082;CAT5;CAT5;prp;qwen3:8b
RNP2023-075083;CAT5;CAT5;prp;qwen3:8b
RNP2023-119920;CAT5;CAT5;prp;qwen3:8b
RNP2023-119923;CAT5;CAT5;prp;qwen3:8b
RNP2023-119924;CAT5;CAT5;prp;qwen3:8b
RNP2023-128523;CAT5;CAT5;prp;qwen3:8b
RNP2024-000940;CAT3;CAT5;prp;qwen3:8b
RNP2024-001493;CAT5;CAT5;prp;qwen3:8b
RNP2024-006382;CAT12;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2024-006474;CAT5;CAT5;prp;qwen3:8b
RNP2024-021200;CAT3;CAT5;prp;qwen3:8b
RNP2024-023621;CAT3;CAT5;prp;qwen3:8b
RNP2024-029116;CAT5;CAT5;prp;qwen3:8b
RNP2024-029117;CAT5;CAT5;prp;qwen3:8b
RNP2024-029119;CAT5;CAT5;prp;qwen3:8b
RNP2024-029122;CAT5;CAT5;prp;qwen3:8b
RNP2024-031572;CAT3;CAT5;prp;qwen3:8b
RNP2024-038029;CAT3;CAT5;prp;qwen3:8b
RNP2024-043142;CAT3;CAT5;prp;qwen3:8b
RNP2024-049905;CAT5;CAT5;prp;qwen3:8b
RNP2024-054399;CAT3;CAT5;prp;qwen3:8b
RNP2024-071998;CAT3;CAT5;prp;qwen3:8b
RNP2021-029717;CAT3;CAT5;prp;qwen3:8b
RNP2021-056045;CAT9;CAT9;prp;qwen3:8b
RNP2021-056047;CAT9;CAT9;prp;qwen3:8b
RNP2021-089940;CAT5;CAT5;prp;qwen3:8b
RNP2022-023007;CAT3;CAT3;prp;qwen3:8b
RNP2022-023918;CAT1;CAT12;prp;qwen3:8b
RNP2022-026800;CAT1;CAT12;prp;qwen3:8b
RNP2022-026801;CAT12;CAT12;prp;qwen3:8b
RNP2022-026802;CAT1;CAT12;prp;qwen3:8b
RNP2022-026803;CAT12;CAT12;prp;qwen3:8b
RNP2022-026817;CAT1;CAT12;prp;qwen3:8b
RNP2022-026818;CAT1;CAT12;prp;qwen3:8b
RNP2022-026825;CAT1;CAT12;prp;qwen3:8b
RNP2022-031358;CAT5;CAT5;prp;qwen3:8b
RNP2022-031359;CAT5;CAT5;prp;qwen3:8b
RNP2022-032381;CAT3;CAT5;prp;qwen3:8b
RNP2022-037776;CAT3;CAT5;prp;qwen3:8b
RNP2022-037777;CAT3;CAT5;prp;qwen3:8b
RNP2022-041416;CAT10;CAT12;prp;qwen3:8b
RNP2022-042044;CAT10;CAT12;prp;qwen3:8b
RNP2022-042745;CAT10;CAT12;prp;qwen3:8b
RNP2022-042747;CAT12;CAT12;prp;qwen3:8b
RNP2022-083997;CAT5;CAT5;prp;qwen3:8b
RNP2022-085230;CAT3;CAT5;prp;qwen3:8b
RNP2022-100003;CAT3;CAT5;prp;qwen3:8b
RNP2022-103272;CAT1;CAT12;prp;qwen3:8b
RNP2022-107371;CAT5;CAT5;prp;qwen3:8b
RNP2022-107571;CAT3;CAT3;prp;qwen3:8b
RNP2022-108489;CAT5;CAT5;prp;qwen3:8b
RNP2022-120804;CAT5;CAT5;prp;qwen3:8b
RNP2022-123618;CAT12;CAT12;prp;qwen3:8b
RNP2022-104330;CAT9;CAT9;prp;qwen3:8b
RNP2021-014254;CAT12;CAT5;prp;qwen3:8b
RNP2021-014262;CAT7;CAT7;prp;qwen3:8b
RNP2021-014273;CAT12;CAT5;prp;qwen3:8b
RNP2021-014295;CAT10;CAT7;prp;qwen3:8b
RNP2021-014310;CAT12;CAT12;prp;qwen3:8b
RNP2021-014311;CAT7;CAT9;prp;qwen3:8b
RNP2021-039405;CAT5;CAT5;prp;qwen3:8b
RNP2024-089733;CAT10;CAT10;prp;qwen3:8b
RNP2021-036715;;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2021-056046;CAT9;CAT9;prp;qwen3:8b
RNP2021-056583;CAT9;CAT9;prp;qwen3:8b
RNP2021-057597;CAT9;CAT9;prp;qwen3:8b
RNP2022-023008;CAT3;CAT3;prp;qwen3:8b
RNP2022-023506;CAT3;CAT5;prp;qwen3:8b
RNP2022-023955;CAT10;CAT5;prp;qwen3:8b
RNP2022-024988;CAT3;CAT5;prp;qwen3:8b
RNP2022-025034;CAT12;CAT2;prp;qwen3:8b
RNP2022-025787;CAT12;CAT12;prp;qwen3:8b
RNP2022-026208;CAT12;CAT12;prp;qwen3:8b
RNP2022-026209;CAT1;CAT12;prp;qwen3:8b
RNP2022-026697;CAT3;CAT5;prp;qwen3:8b
RNP2022-035887;CAT3;CAT5;prp;qwen3:8b
RNP2022-041417;CAT10;CAT12;prp;qwen3:8b
RNP2022-043526;CAT3;CAT5;prp;qwen3:8b
RNP2022-044974;CAT3;CAT5;prp;qwen3:8b
RNP2022-045328;CAT12;CAT2;prp;qwen3:8b
RNP2022-045342;Unknown;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2022-053173;CAT3;CAT5;prp;qwen3:8b
RNP2022-053173;CAT3;CAT5;prp;qwen3:8b
RNP2022-055443;CAT3;CAT3;prp;qwen3:8b
RNP2022-055443;CAT3;CAT3;prp;qwen3:8b
RNP2022-089514;CAT3;CAT5;prp;qwen3:8b
RNP2022-089514;CAT3;CAT5;prp;qwen3:8b
RNP2022-089517;CAT3;CAT5;prp;qwen3:8b
RNP2022-095709;CAT9;CAT9;prp;qwen3:8b
RNP2022-096282;CAT5;CAT5;prp;qwen3:8b
RNP2022-097218;CAT3;CAT5;prp;qwen3:8b
RNP2022-105070;CAT1;CAT12;prp;qwen3:8b
RNP2022-106330;CAT3;CAT3;prp;qwen3:8b
RNP2022-106331;CAT3;CAT3;prp;qwen3:8b
RNP2022-107139;CAT3;CAT3;prp;qwen3:8b
RNP2022-107566;CAT3;CAT3;prp;qwen3:8b
RNP2022-108283;CAT3;CAT3;prp;qwen3:8b
RNP2022-108583;CAT12;CAT12;prp;qwen3:8b
RNP2022-111244;CAT3;CAT3;prp;qwen3:8b
RNP2022-111527;CAT3;CAT3;prp;qwen3:8b
RNP2022-111528;CAT3;CAT3;prp;qwen3:8b
RNP2022-112331;CAT3;CAT3;prp;qwen3:8b
RNP2022-112823;CAT3;CAT3;prp;qwen3:8b
RNP2022-122349;CAT3;CAT5;prp;qwen3:8b
RNP2023-001278;CAT3;CAT5;prp;qwen3:8b
RNP2023-004547;CAT3;CAT5;prp;qwen3:8b
RNP2023-012205;CAT3;CAT5;prp;qwen3:8b
RNP2023-013407;CAT3;CAT3;prp;qwen3:8b
RNP2023-013411;CAT12;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2023-014056;CAT5;CAT5;prp;qwen3:8b
RNP2023-014057;CAT5;CAT5;prp;qwen3:8b
RNP2023-014128;CAT3;CAT5;prp;qwen3:8b
RNP2023-015784;CAT5;CAT5;prp;qwen3:8b
RNP2023-016791;CAT12;CAT12;prp;qwen3:8b
RNP2023-029291;CAT5;CAT5;prp;qwen3:8b
RNP2023-029292;CAT5;CAT5;prp;qwen3:8b
RNP2023-029293;CAT5;CAT5;prp;qwen3:8b
RNP2023-029294;CAT5;CAT5;prp;qwen3:8b
RNP2023-029767;CAT12;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2023-036227;Unknown;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2023-036228;unknown;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2023-036554;CAT5;CAT5;prp;qwen3:8b
RNP2023-044249;CAT3;CAT5;prp;qwen3:8b
RNP2023-046106;CAT3;CAT5;prp;qwen3:8b
RNP2023-055023;CAT5;CAT5;prp;qwen3:8b
RNP2023-059033;CAT3;CAT5;prp;qwen3:8b
RNP2023-068504;CAT3;CAT5;prp;qwen3:8b
RNP2023-069671;CAT3;CAT5;prp;qwen3:8b
RNP2023-071011;CAT3;CAT5;prp;qwen3:8b
RNP2023-076400;CAT1;CAT12;prp;qwen3:8b
RNP2023-076401;CAT12;CAT12;prp;qwen3:8b
RNP2023-077411;CAT12;CAT12;prp;qwen3:8b
RNP2023-080346;CAT5;CAT5;prp;qwen3:8b
RNP2023-081191;CAT3;CAT5;prp;qwen3:8b
RNP2023-082920;CAT3;CAT5;prp;qwen3:8b
RNP2023-086309;CAT5;CAT5;prp;qwen3:8b
RNP2023-086310;CAT5;CAT5;prp;qwen3:8b
RNP2023-116124;CAT3;CAT5;prp;qwen3:8b
RNP2023-123500;CAT5;CAT5;prp;qwen3:8b
RNP2023-124983;CAT3;CAT5;prp;qwen3:8b
RNP2023-127753;CAT3;CAT5;prp;qwen3:8b
RNP2024-003785;CAT3;CAT5;prp;qwen3:8b
RNP2024-004860;CAT3;CAT5;prp;qwen3:8b
RNP2024-019317;CAT3;CAT5;prp;qwen3:8b
RNP2024-026781;None of the above;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2024-026782;CAT12;SEM CATEGORIA DEFINIDA;prp;qwen3:8b
RNP2024-028538;CAT3;CAT5;prp;qwen3:8b
RNP2024-033701;CAT5;CAT5;prp;qwen3:8b
RNP2024-044532;CAT5;CAT5;prp;qwen3:8b
RNP2024-044535;CAT5;CAT5;prp;qwen3:8b
RNP2024-046945;CAT5;CAT5;prp;qwen3:8b
RNP2024-058734;CAT5;CAT5;prp;qwen3:8b
RNP2024-058735;CAT5;CAT5;prp;qwen3:8b
RNP2024-075680;CAT3;CAT5;prp;qwen3:8b
RNP2024-076844;CAT5;CAT5;prp;qwen3:8b
RNP2024-084127;CAT3;CAT5;prp;qwen3:8b
RNP2024-101169;CAT3;CAT5;prp;qwen3:8b
RNP2024-103100;CAT5;CAT5;prp;qwen3:8b
RNP2024-103102;CAT5;CAT5;prp;qwen3:8b
RNP2021-003618;CAT12;CAT5;prp;qwen3:8b
RNP2022-125941;CAT12;CAT12;shp;qwen3:8b
RNP2022-126521;CAT2;CAT12;shp;qwen3:8b
RNP2022-127135;CAT3;CAT5;shp;qwen3:8b
RNP2022-138345;CAT5;CAT5;shp;qwen3:8b
RNP2022-140134;CAT3;CAT5;shp;qwen3:8b
RNP2022-140240;CAT12;CAT12;shp;qwen3:8b
RNP2022-144752;CAT3;CAT5;shp;qwen3:8b
RNP2022-145040;CAT3;CAT5;shp;qwen3:8b
RNP2023-003785;CAT3;CAT5;shp;qwen3:8b
RNP2023-017112;CAT5;CAT5;shp;qwen3:8b
RNP2023-021009;CAT3;CAT5;shp;qwen3:8b
RNP2023-024598;CAT3;CAT5;shp;qwen3:8b
RNP2023-026754;CAT3;CAT5;shp;qwen3:8b
RNP2023-027278;CAT3;CAT5;shp;qwen3:8b
RNP2023-027279;CAT3;CAT5;shp;qwen3:8b
RNP2023-032613;CAT12;CAT3;shp;qwen3:8b
RNP2023-032614;CAT12;CAT12;shp;qwen3:8b
RNP2023-033577;CAT3;CAT5;shp;qwen3:8b
RNP2023-035005;CAT3;CAT5;shp;qwen3:8b
RNP2023-038886;CAT5;CAT5;shp;qwen3:8b
RNP2023-039374;CAT5;CAT5;shp;qwen3:8b
RNP2023-040569;CAT5;CAT5;shp;qwen3:8b
RNP2023-040698;CAT5;CAT5;shp;qwen3:8b
RNP2023-040699;CAT5;CAT5;shp;qwen3:8b
RNP2023-040700;CAT5;CAT5;shp;qwen3:8b
RNP2023-044557;CAT3;CAT5;shp;qwen3:8b
RNP2023-045985;CAT1;CAT1;shp;qwen3:8b
RNP2023-046541;CAT1;CAT1;shp;qwen3:8b
RNP2023-049266;CAT2;CAT2;shp;qwen3:8b
RNP2023-056442;CAT3;CAT5;shp;qwen3:8b
RNP2023-056851;CAT2;CAT2;shp;qwen3:8b
RNP2023-062847;CAT3;CAT3;shp;qwen3:8b
RNP2023-072050;CAT3;CAT5;shp;qwen3:8b
RNP2023-075081;CAT5;CAT5;shp;qwen3:8b
RNP2023-075082;CAT5;CAT5;shp;qwen3:8b
RNP2023-075083;CAT5;CAT5;shp;qwen3:8b
RNP2023-119920;CAT5;CAT5;shp;qwen3:8b
RNP2023-119923;CAT5;CAT5;shp;qwen3:8b
RNP2023-119924;CAT5;CAT5;shp;qwen3:8b
RNP2023-128523;CAT5;CAT5;shp;qwen3:8b
RNP2024-000940;CAT3;CAT5;shp;qwen3:8b
RNP2024-001493;CAT3;CAT5;shp;qwen3:8b
RNP2024-006382;Unknown;SEM CATEGORIA DEFINIDA;shp;qwen3:8b
RNP2024-006474;CAT5;CAT5;shp;qwen3:8b
RNP2024-021200;CAT5;CAT5;shp;qwen3:8b
RNP2024-023621;CAT3;CAT5;shp;qwen3:8b
RNP2024-029116;CAT5;CAT5;shp;qwen3:8b
RNP2024-029117;CAT5;CAT5;shp;qwen3:8b
RNP2024-029119;CAT5;CAT5;shp;qwen3:8b
RNP2024-029122;CAT5;CAT5;shp;qwen3:8b
RNP2024-031572;CAT5;CAT5;shp;qwen3:8b
RNP2024-038029;CAT3;CAT5;shp;qwen3:8b
RNP2024-043142;CAT3;CAT5;shp;qwen3:8b
RNP2024-049905;CAT5;CAT5;shp;qwen3:8b
RNP2024-054399;CAT3;CAT5;shp;qwen3:8b
RNP2024-071998;CAT3;CAT5;shp;qwen3:8b
RNP2021-029717;CAT5;CAT5;shp;qwen3:8b
RNP2021-056045;CAT9;CAT9;shp;qwen3:8b
RNP2021-056047;CAT9;CAT9;shp;qwen3:8b
RNP2021-089940;CAT3;CAT5;shp;qwen3:8b
RNP2022-023007;CAT3;CAT3;shp;qwen3:8b
RNP2022-023918;CAT1;CAT12;shp;qwen3:8b
RNP2022-026800;CAT12;CAT12;shp;qwen3:8b
RNP2022-026801;CAT1;CAT12;shp;qwen3:8b
RNP2022-026802;CAT12;CAT12;shp;qwen3:8b
RNP2022-026803;CAT12;CAT12;shp;qwen3:8b
RNP2022-026817;CAT12;CAT12;shp;qwen3:8b
RNP2022-026818;CAT1;CAT12;shp;qwen3:8b
RNP2022-026825;CAT1;CAT12;shp;qwen3:8b
RNP2022-031358;CAT5;CAT5;shp;qwen3:8b
RNP2022-031359;CAT5;CAT5;shp;qwen3:8b
RNP2022-032381;CAT3;CAT5;shp;qwen3:8b
RNP2022-037776;CAT3;CAT5;shp;qwen3:8b
RNP2022-037777;CAT3;CAT5;shp;qwen3:8b
RNP2022-041416;CAT10;CAT12;shp;qwen3:8b
RNP2022-042044;CAT12;CAT12;shp;qwen3:8b
RNP2022-042745;CAT10;CAT12;shp;qwen3:8b
RNP2022-042747;CAT10;CAT12;shp;qwen3:8b
RNP2022-083997;CAT5;CAT5;shp;qwen3:8b
RNP2022-085230;CAT5;CAT5;shp;qwen3:8b
RNP2022-100003;CAT3;CAT5;shp;qwen3:8b
RNP2022-103272;CAT12;CAT12;shp;qwen3:8b
RNP2022-107371;CAT5;CAT5;shp;qwen3:8b
RNP2022-107571;CAT3;CAT3;shp;qwen3:8b
RNP2022-108489;CAT5;CAT5;shp;qwen3:8b
RNP2022-120804;CAT5;CAT5;shp;qwen3:8b
RNP2022-123618;CAT1;CAT12;shp;qwen3:8b
RNP2022-104330;CAT9;CAT9;shp;qwen3:8b
RNP2021-014254;CAT1;CAT5;shp;qwen3:8b
RNP2021-014262;CAT7;CAT7;shp;qwen3:8b
RNP2021-014273;CAT12;CAT5;shp;qwen3:8b
RNP2021-014295;CAT10;CAT7;shp;qwen3:8b
RNP2021-014310;CAT12;CAT12;shp;qwen3:8b
RNP2021-014311;CAT7;CAT9;shp;qwen3:8b
RNP2021-039405;CAT5;CAT5;shp;qwen3:8b
RNP2024-089733;CAT10;CAT10;shp;qwen3:8b
RNP2021-036715;Unknown;SEM CATEGORIA DEFINIDA;shp;qwen3:8b
RNP2021-056046;CAT9;CAT9;shp;qwen3:8b
RNP2021-056583;CAT9;CAT9;shp;qwen3:8b
RNP2021-057597;CAT9;CAT9;shp;qwen3:8b
RNP2022-023008;CAT3;CAT3;shp;qwen3:8b
RNP2022-023506;CAT3;CAT5;shp;qwen3:8b
RNP2022-023955;CAT3;CAT5;shp;qwen3:8b
RNP2022-024988;CAT3;CAT5;shp;qwen3:8b
RNP2022-025034;CAT10;CAT2;shp;qwen3:8b
RNP2022-025787;CAT12;CAT12;shp;qwen3:8b
RNP2022-026208;CAT1;CAT12;shp;qwen3:8b
RNP2022-026209;CAT12;CAT12;shp;qwen3:8b
RNP2022-026697;CAT3;CAT5;shp;qwen3:8b
RNP2022-035887;CAT3;CAT5;shp;qwen3:8b
RNP2022-041417;CAT10;CAT12;shp;qwen3:8b
RNP2022-043526;CAT3;CAT5;shp;qwen3:8b
RNP2022-044974;CAT5;CAT5;shp;qwen3:8b
RNP2022-045328;CAT10;CAT2;shp;qwen3:8b
RNP2022-045342;Unknown;SEM CATEGORIA DEFINIDA;shp;qwen3:8b
RNP2022-053173;CAT5;CAT5;shp;qwen3:8b
RNP2022-053173;CAT5;CAT5;shp;qwen3:8b
RNP2022-055443;CAT3;CAT3;shp;qwen3:8b
RNP2022-055443;CAT3;CAT3;shp;qwen3:8b
RNP2022-089514;CAT3;CAT5;shp;qwen3:8b
RNP2022-089514;CAT3;CAT5;shp;qwen3:8b
RNP2022-089517;CAT5;CAT5;shp;qwen3:8b
RNP2022-095709;CAT9;CAT9;shp;qwen3:8b
